THREL,15.4,0.18,24.04,7.49,2.92,0.25,1,600000000
TIC,29.75,0.83,16.59,1.26,3.43,1.02,10,23499283
TICON,17.8,0.16,14.99,2.21,4.67,1,1,913789163
TIES,1.13,-0.32,-0.32,8.64,0,0,1,446491232
TIP,41.25,1.33,11.91,2.48,3.64,1.5,1,300000000
TIPCO,8.2,0.12,122.62,1.71,0,0,1,482579640
TISCO,41.5,1.17,8.24,1.39,4.82,2,10,800621925
TIW,800,-2.44,-2.44,0.65,1.8,2,10,6000000
TK,10.7,0.14,18.03,1.31,4.02,0.43,1,500000000
TKS,8.35,0.34,10.15,1.64,5.44,0.4,1,327460891
TKT,2.38,0.04,20.32,1.04,6.3,0.15,1,214000000
TLGF,12.9,12.9,12.9,1.15,5.4,0.18,10.31,2337282928
TLOGIS,12.2,12.2,12.2,1.08,6.81,0.21,10,413839310
TLUXE,3.02,-0.01,37.49,0.99,2.98,0.06,1,436173033
TMB,2.4,0.04,18.98,1.65,1.66,0.04,0.95,43678764288
TMI,1.53,-0.01,2,3.1,0.98,0.01,0.25,398388188
TMT,11,0.31,13.56,2.07,7.27,0.8,1,435379017
TMW,30.5,3.73,8.17,0.83,3.93,1.2,5,39900000
TNDT,12.8,0.23,13.11,2.77,2.73,0.25,1,100000000
TNH,15.9,0.8,15.35,3.41,3.77,0.6,1,180000000
TNITY,7.2,0.11,20.16,0.88,8.33,0.3,5,175552000
TNPC,13.2,-0.15,22.72,1.5,0.69,0.1,5,59909413
TOG,5.15,0.14,11.96,1.41,5.43,0.2,1,474318000
TOP,52.75,1.24,12.56,1.15,4.36,1.5,10,2040027873
TPC,30.75,0.38,11.44,1.74,5.85,1.2,1,875000000
TPIPL,12.9,0.27,24.76,0.45,1.16,0.15,10,2019000000
TPOLY,2.88,0.01,0.01,3.24,0,0,1,503904358
TPP,18.6,0.21,69.25,0.89,1.83,0.34,10,37500000
TR,34.5,-4.8,-4.8,0.36,0.58,0.2,1,201600000
TRC,3.82,0.04,20.61,2.61,1.31,0.05,0.5,816586773
TRT,5.6,0.01,12.02,1.45,5.36,0.19,1,307888170
TRU,5.55,0.11,14.19,1.06,3,0.2,1,590846931
TRUBB,2.28,0.09,0.09,1.08,0,0,1,681453819
TRUEIF,10.3,10.3,10.3,0.81,0,0.26,10,5808000000
TSC,15.9,0.28,18.93,2.55,5.03,0.5,1,259800000
TSF,0.67,-0.04,-0.04,2.89,0,0,0.1,3217842809
TSR,4.7,4.7,21.92,21.92,0,0,1,344000000
TSTH,0.87,0,237.94,0.81,0,0,1,8421540848
TTA,21.1,0.42,0.42,1.17,0,0,1,1292041997
TTCL,36.75,0.38,27.56,3.72,1.79,0.4,1,560000000
TTLPF,19.8,19.8,19.8,1.82,7.17,0.37,9.9,180000000
TTW,10.6,0.18,17.5,4.1,5.66,0.35,1,3990000000
TUCC,3,-0.96,-0.96,-0.96,0,0,1,311748732
TUF,66.75,0.83,24.49,1.9,2.23,0.89,1,1147593829
TVD,4.1,0.05,39.75,2.56,2.44,0.03,0.5,469999992
TVI,8.4,0.1,79.42,1.34,3.81,0.32,1,151500000
TVO,22.2,0.64,12.71,2.48,4.5,0.7,1,808610985
TWP,62,2.36,7.43,1.34,0,0,10,27000000
TWZ,0.5,0,15.33,1.48,3,0.01,0.1,3200000007
TYM,3,3,3,3,3,3,3,3200000007
UAC,8.45,0.03,42.23,4.81,1.89,0.16,0.5,554222076
UBIS,4.98,0.05,14.05,3.11,6.02,0.2,1,227999991
UEC,3.86,0.1,10.43,1.31,7.25,0.18,0.25,572000000
UIC,3,0.08,14.13,1.9,2.2,0.05,1,212332877
UKEM,1.3,0.04,14.64,1.42,2.31,0.03,0.25,715834900
UMI,8.45,0.05,249.15,4.09,1.48,0.12,1,836504741
UMS,5.8,-0.52,-0.52,3.36,0,0,0.5,153454064
UNIQ,9,0.16,11.16,2.7,1.78,0.16,1,779539289
UOB8TF,9.2,9.2,9.2,0.87,7.09,0.11,10,237000000
UPOIC,9.8,0.11,21.74,2.8,6.12,0.4,1,324050000
UTP,5.9,0.11,16.23,2.07,3.39,0.12,1,650000000
UV,8.4,0,63.07,2.34,0.6,0.05,1,1911926537
UVAN,10.4,0.09,18.94,3.01,5.29,0.35,0.5,940000000
UWC,1.89,-0.02,-0.02,1.17,0,0,1,383688499
VGI,12.9,0.33,38.64,22.67,2.35,0.13,0.1,3431973625
VIBHA,15.4,0.12,31.58,4.29,1.62,0.25,1,1257716543
VIH,4.58,0.05,34.39,3.05,1.31,0.06,1,535000000
VNG,5.05,0.05,0.05,1.09,0,0,1,1305839127
VNT,10.9,0.08,82.31,0.8,0.59,0.06,6,1185193444
VTE,2.88,-0.03,-0.03,0.84,0,0,1,318550000
WACOAL,49.5,0.65,23.25,1.16,4.55,2.25,1,120000000
WG,120,2.67,11.03,1.49,4.4,5.5,10,17850000
WHA,30,0.03,21.06,6.93,2.37,0.71,1,963891769
WHAPF,9.7,9.7,9.7,1.64,3.72,0.16,10,939060000
WIN,0.96,0,0,2.9,0,0,1,496483540
WORK,30.5,0,36.42,5.52,0,0,1,266040531
YUASA,6.95,-0.08,64.84,2.17,0.43,0.03,1,107625000
ZMICO,1.43,0,32.6,0.79,6.29,0.09,0.5,1307736926
TRUE,9.9,0.27,0.27,18.13,0,0,10,14530215266
