MINT,6/7/2015,30.00,30.00,29.50,5939884
MIDA,6/7/2015,1.09,1.10,1.08,5097233
MFEC,6/7/2015,7.10,7.20,7.10,629100
MFC,6/7/2015,28.25,28.50,28.00,1500
MEGA,6/7/2015,18.50,18.70,18.30,776300
MDX,6/7/2015,8.10,8.25,8.10,120500
MCS,6/7/2015,9.35,9.45,9.35,1614000
MCOT,6/7/2015,12.60,12.70,12.50,65400
MC,6/7/2015,13.70,14.00,13.70,977602
MBKET,6/7/2015,23.10,23.30,23.10,86100
MBK,6/7/2015,15.70,15.80,15.70,573042
MBAX,6/7/2015,5.05,5.10,5.00,180500
MAX,6/7/2015,0.21,0.22,0.21,26057067
MATI,6/7/2015,6.60,6.70,6.60,601
MATCH,6/7/2015,2.20,2.30,2.18,1109700
MALEE,6/7/2015,33.25,34.25,32.25,67200
MAKRO,6/7/2015,38.75,39.25,38.50,22301
MAJOR,6/7/2015,31.50,32.75,31.50,1158811
MACO,6/7/2015,1.20,1.21,1.19,5118900
M,6/7/2015,55.25,55.75,55.25,234618
LST,6/7/2015,4.10,4.14,4.10,38800
LRH,6/7/2015,26.50,26.75,26.25,30700
LPN,6/7/2015,16.60,16.80,16.50,2391700
LOXLEY,6/7/2015,3.44,3.52,3.44,5427479
LIVE,6/7/2015,0.47,0.49,0.46,115821400
LIT,6/7/2015,8.50,8.60,7.40,58700478
LHK,6/7/2015,3.20,3.22,3.20,130600
LHBANK,6/7/2015,1.81,1.82,1.80,15775034
LHPF,6/7/2015,8.60,8.60,8.60,1000
LH,6/7/2015,8.15,8.20,8.05,20332403
LEE,6/7/2015,2.88,2.90,2.88,1118500
LDC,6/7/2015,3.30,3.30,3.22,227500
LANNA,6/7/2015,11.90,11.90,11.80,87400
LALIN,6/7/2015,4.04,4.06,4.02,278900
KYE,6/7/2015,316.00,316.00,313.00,11872
KTP,6/7/2015,3.08,3.14,3.08,350200
KTIS,6/7/2015,8.35,8.50,8.35,341700
KTC,6/7/2015,91.50,92.75,91.00,246221
KTB,6/7/2015,16.80,17.00,16.70,61657805
KSL,6/7/2015,4.40,4.50,4.40,462900
KKC,6/7/2015,3.14,3.16,3.00,13268826
KKP,6/7/2015,33.50,34.25,33.50,1013307
KIAT,6/7/2015,1.21,1.27,1.21,61885100
KGI,6/7/2015,3.44,3.46,3.42,3825412
KCM,6/7/2015,1.44,1.45,1.36,24657700
KCE,6/7/2015,50.50,52.75,50.50,1954700
KCAR,6/7/2015,9.90,9.95,9.90,37300
KC,6/7/2015,3.06,3.18,3.02,2567300
KBS,6/7/2015,9.40,9.50,9.35,475300
KBANK,6/7/2015,179.00,179.50,178.00,9876168
KASET,6/7/2015,3.18,3.24,3.18,51700
KAMART,6/7/2015,5.20,5.40,5.15,3543400
JUTHA,6/7/2015,3.36,3.36,3.32,5800
JUBILE,6/7/2015,23.80,24.30,23.60,243100
JTS,6/7/2015,1.53,1.58,1.29,70177500
JSP,6/7/2015,1.90,1.93,1.89,9902600
JMT,6/7/2015,15.80,16.40,15.50,608300
JMART,6/7/2015,10.80,11.10,10.70,1303400
JASIF,6/7/2015,9.75,9.80,9.70,4114800
JAS,6/7/2015,5.20,5.35,5.20,212799162
IVL,6/7/2015,25.50,26.50,25.25,9475421
ITD,6/7/2015,8.00,8.10,7.95,55458911
IT,6/7/2015,2.78,2.82,2.76,200800
IRPC,6/7/2015,4.18,4.34,4.14,271163932
IRCP,6/7/2015,7.65,7.95,7.60,1841570
IRC,6/7/2015,17.30,17.30,17.10,48400
INTUCH,6/7/2015,77.50,77.75,77.25,2219501
INET,6/7/2015,3.26,3.44,3.18,7381700
IMPACT,6/7/2015,10.80,10.90,10.80,1970207
ILINK,6/7/2015,20.40,20.60,20.10,327425
IHL,6/7/2015,8.15,8.20,7.95,802292
IFS,6/7/2015,2.96,3.04,2.96,979200
IFEC,6/7/2015,11.60,12.10,11.40,21323769
IEC,6/7/2015,0.04,0.05,0.04,203466560
ICHI,6/7/2015,19.50,20.00,19.50,1812724
ICC,6/7/2015,38.00,38.00,38.00,4210
HYDRO,6/7/2015,2.34,2.42,2.32,603616
HTECH,6/7/2015,2.96,2.96,2.94,333300
HTC,6/7/2015,13.10,13.50,13.10,44600
HPT,6/7/2015,3.10,3.30,3.00,160748748
HOTPOT,6/7/2015,2.52,2.58,2.50,1429500
HMPRO,6/7/2015,6.40,6.40,6.30,11877403
HFT,6/7/2015,3.66,3.68,3.62,864000
HEMRAJ,6/7/2015,4.44,4.44,4.40,254900
HANA,6/7/2015,38.50,39.50,38.50,528955
GUNKUL,6/7/2015,26.25,27.25,26.25,2153333
GSTEL,6/7/2015,0.36,0.37,0.35,5472700
GRAND,6/7/2015,1.29,1.30,1.28,4797129
GRAMMY,6/7/2015,12.70,13.30,12.70,297911
GPSC,6/7/2015,25.50,26.00,25.50,3538665
GOLDPF,6/7/2015,5.35,5.35,5.20,82300
GOLD,6/7/2015,6.65,6.80,6.65,674000
GLOW,6/7/2015,83.50,84.25,83.25,596851
GLOBAL,6/7/2015,8.45,8.65,8.45,1143618
GL,6/7/2015,12.30,12.50,11.60,2915109
GJS,6/7/2015,0.28,0.30,0.27,38770800
GFPT,6/7/2015,12.20,12.60,11.90,1214000
GENCO,6/7/2015,3.10,3.12,2.94,7084081
GEL,6/7/2015,0.75,0.77,0.75,17613062
GCAP,6/7/2015,3.48,3.58,3.46,1571740
GC,6/7/2015,3.84,3.84,3.80,245600
GBX,6/7/2015,0.88,0.89,0.88,169200
FVC,6/7/2015,2.12,2.32,2.08,6550100
FUTUREPF,6/7/2015,18.00,18.00,17.90,38500
FSS,6/7/2015,3.20,3.22,3.18,433100
FSMART,6/7/2015,13.40,13.70,13.30,3654610
FPI,6/7/2015,5.90,6.05,5.85,6190500
FORTH,6/7/2015,6.85,7.20,6.75,5638311
FOCUS,6/7/2015,3.24,3.28,3.22,69800
FNS,6/7/2015,4.82,4.82,4.74,411100
FIRE,6/7/2015,3.02,3.14,3.02,519500
EVER,6/7/2015,1.70,1.74,1.64,30810350
ESTAR,6/7/2015,0.90,0.92,0.90,4873800
ESSO,6/7/2015,6.10,6.20,6.05,1926700
ERW,6/7/2015,4.28,4.30,4.20,4977700
EPG,6/7/2015,9.15,9.40,9.10,2191300
EPCO,6/7/2015,6.20,6.25,6.15,1764400
EMC,6/7/2015,0.80,0.84,0.80,11374500
EGCO,6/7/2015,153.00,154.00,151.50,141320
EE,6/7/2015,1.16,1.16,1.15,2441400
ECL,6/7/2015,1.78,1.82,1.78,2079100
ECF,6/7/2015,4.68,4.80,4.68,1877400
EASTW,6/7/2015,11.60,11.70,11.50,216910
EASON,6/7/2015,3.06,3.34,3.02,4411200
EARTH,6/7/2015,4.54,4.64,4.48,8255202
EA,6/7/2015,23.10,23.40,23.10,2577600
E,6/7/2015,0.93,0.95,0.93,1901179
DTCPF,6/7/2015,8.35,8.35,8.35,3100
DTC,6/7/2015,59.75,59.75,59.25,5101
DTAC,6/7/2015,82.50,82.75,82.25,733097
DSGT,6/7/2015,6.70,6.75,6.70,124836
DRT,6/7/2015,4.82,4.90,4.82,471600
DNA,6/7/2015,2.04,2.10,2.04,5456150
